text,label,lang,scam_type,text_normalized,source
Apka Allied Bank ka account suspicious activity ki waja se block ho gaya hai. Abhi OTP bataen 0326241620 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account suspicious activity ki waja se block ho gaya hai. Abhi otp bataen 0326241620 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Aap k HBL acount se 12500 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k hbl account se 12500 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Salary of 2500 PKR has been credited to your JazzCash acc. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 2500 pkr has been credited to your jazzcash account. Thank you.,zenodo_21810885
Mubarak ho! Benazir Income Support main apka 5000 ka inam lga ha. Apna inam hasil krne k lie apna SadaPay pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Benazir income support main apka 5000 ka inam lga hai. Apna inam hasil karne k liye apna sadapay pin is number par send karein.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0352041565 par pin code dain.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0352041565 par pin code dein.",zenodo_21810885
"Dear Customer, Apke HBL account me 75,000 PKR deposit hue hain. Available Balance: 75,000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke hbl account me 75000 pkr deposit hue hain. Available balance: 75000 pkr.",zenodo_21810885
Easypaisa: Aap ne successfully 12500 PKR transfer kar diye hain. Trx ID: 49602591.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 12500 pkr transfer kar diye hain. Trx id: 49602591.,zenodo_21810885
Mubarak ho! Jeeto Pakistan main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna HBL pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Jeeto pakistan main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna hbl pin is number par send karein.,zenodo_21810885
Apka UBL acount hack hone ka khatra h. Apna password change krne k lie abhi is number par call karin.,1,roman_urdu,Phishing - Account Hack Warning,Apka ubl account hack hone ka khatra hai. Apna password change karne k liye abhi is number par call karein.,zenodo_21810885
Aap ka Allied Bank debit card ATM par use hua hai. Amount: 2500 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka allied bank debit card atm par use hua hai. Amount: 2500 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
Mubarak ho! Benazir Income Support main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna Meezan Bank pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Benazir income support main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna meezan bank pin is number par send karein.,zenodo_21810885
Aap ka SadaPay debit card ATM par use hua ha. Amount: 5000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka sadapay debit card atm par use hua hai. Amount: 5000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye han. Trx ID: 17427276.",0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 50000 pkr transfer kar diye han. Trx id: 17427276.,zenodo_21810885
Apka UBL ka account KYC update na hone ki waja se block ho gaya hai. Abhi details send krain 0348633963 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka ubl ka account kyc update na hone ki waja se block ho gaya hai. Abhi details send karein 0348633963 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hn. Trx ID: 13128933.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 13128933.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 14313170.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye hain. Trx id: 14313170.,zenodo_21810885
"Your MCB OTP for online transaction is 52930136. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your mcb otp for online transaction is 52930136. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 38242705.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 38242705.,zenodo_21810885
Apka Easypaisa ka account verification na hone ki waja se block ho gaya hai. Abhi rabta krein 0352133456 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka easypaisa ka account verification na hone ki waja se block ho gaya hai. Abhi rabta karein 0352133456 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Salary of 1 Lakh PKR has been credited to your NayaPay account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 100000 pkr has been credited to your nayapay account. Thank you.,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 71505775.",0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 75000 pkr transfer kar diye hain. Trx id: 71505775.,zenodo_21810885
"Your HBL OTP for online transaction is 72524468. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 72524468. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your JazzCash OTP for online transaction is 71277611. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your jazzcash otp for online transaction is 71277611. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Mubarak ho! BISP main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna Meezan Bank pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Bisp main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna meezan bank pin is number par send karein.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 75,000 PKR ka inaam nikla ha. Taseeq k liye 0339776122 par call krn.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 75000 pkr ka inaam nikla hai. Taseeq k liye 0339776122 par call karein.",zenodo_21810885
Apka Allied Bank ka account system error ki waja se block ho gaya hai. Abhi sms karin 0387220430 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account system error ki waja se block ho gaya hai. Abhi sms karein 0387220430 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Apka MCB account hack hone ka khatra hai. Apna password change krne k lie abhi is number par details send krain.,1,roman_urdu,Phishing - Account Hack Warning,Apka mcb account hack hone ka khatra hai. Apna password change karne k liye abhi is number par details send karein.,zenodo_21810885
Apka Allied Bank ka account verification na hone ki waja se block ho gaya hai. Abhi rabta krein 0367724757 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account verification na hone ki waja se block ho gaya hai. Abhi rabta karein 0367724757 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Aap ka State Bank debit card ATM par use hua h. Amount: 5000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka state bank debit card atm par use hua hai. Amount: 5000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0334483423 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0334483423 par sms karein.",zenodo_21810885
"Dear Customer, Apke SadaPay account me 50,000 PKR deposit hue hain. Available Balance: 50,000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke sadapay account me 50000 pkr deposit hue hain. Available balance: 50000 pkr.",zenodo_21810885
Apka Allied Bank ka account system error ki waja se block ho gaya hai. Abhi OTP bataen 0312302853 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account system error ki waja se block ho gaya hai. Abhi otp bataen 0312302853 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
FBR ki taraf se apka SadaPay account freeze kr dia gya hai. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka sadapay account freeze kar diya gaya hai. Unblock karwane k liye abhi otp pin code dein.,zenodo_21810885
"Dear Customer, Apke Allied Bank account me 2500 PKR deposit hue hain. Available Balance: 2500 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke allied bank account me 2500 pkr deposit hue hain. Available balance: 2500 pkr.",zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0316735339 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 10000 pkr ka inaam nikla hai. Taseeq k liye 0316735339 par sms karein.",zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hain. Trx ID: 71570421.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 10000 pkr transfer kar diye hain. Trx id: 71570421.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 11147975.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye hain. Trx id: 11147975.,zenodo_21810885
"Mubarak ho! Benazir Income Support main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna JazzCash pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Benazir income support main apka 75000 ka inam lga hai. Apna inam hasil karne k liye apna jazzcash pin is number par send karein.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 71918905.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 71918905.,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 350 PKR ka inaam nikla hai. Taseeq k liye 0397838423 par pin code dain.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 350 pkr ka inaam nikla hai. Taseeq k liye 0397838423 par pin code dein.",zenodo_21810885
Aap k JazzCash acount se 12500 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k jazzcash account se 12500 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Salary of 350 PKR has been credited to your UBL account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 350 pkr has been credited to your ubl account. Thank you.,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 10000 PKR ka inaam nikla ha. Taseeq k liye 0340255178 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 10000 pkr ka inaam nikla hai. Taseeq k liye 0340255178 par rabta karein.",zenodo_21810885
"Mubarak ho! Inaam Ghar main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna UBL pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Inaam ghar main apka 75000 ka inam lga hai. Apna inam hasil karne k liye apna ubl pin is number par send karein.,zenodo_21810885
"Dear Consumer, apka is mahine ka PTCL ka bill 75,000 PKR h. Due date guzarne se pehle ada kren.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka ptcl ka bill 75000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
Mubarak ho! Benazir Income Support main apka 350 ka inam lga ha. Apna inam hasil krne k lie apna HBL pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Benazir income support main apka 350 ka inam lga hai. Apna inam hasil karne k liye apna hbl pin is number par send karein.,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 19274671. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your meezan bank otp for online transaction is 19274671. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka Meezan Bank ka acount system error ki waja se block ho gaya h. Abhi OTP bataen 0363903534 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka meezan bank ka account system error ki waja se block ho gaya hai. Abhi otp bataen 0363903534 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0358441339 par call karein.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 5000 pkr ka inaam nikla hai. Taseeq k liye 0358441339 par call karein.",zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0333852516 par rabta krein.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0333852516 par rabta karein.",zenodo_21810885
"Aap k MCB acc se 75,000 PKR ki deduction hui ha tax ki madd mein.",0,roman_urdu,Bank Tax Deduction Notification,Aap k mcb account se 75000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 350 PKR ka inaam nikla hai. Taseeq k liye 0320634956 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 350 pkr ka inaam nikla hai. Taseeq k liye 0320634956 par sms karein.",zenodo_21810885
Apka MCB ka account tax jama na krwane ki waja se block ho gaya hai. Abhi sms karin 0319371783 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account tax jama na karwane ki waja se block ho gaya hai. Abhi sms karein 0319371783 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 95341644.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 95341644.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye han. Trx ID: 69137769.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye han. Trx id: 69137769.,zenodo_21810885
"Your HBL OTP for online transaction is 87998851. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 87998851. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 34853853.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 34853853.,zenodo_21810885
"Dear Customer, Apke SadaPay account me 75,000 PKR deposit hue hain. Available Balance: 75,000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke sadapay account me 75000 pkr deposit hue hain. Available balance: 75000 pkr.",zenodo_21810885
Aap k HBL account se 5000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k hbl account se 5000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye han. Trx ID: 58907551.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye han. Trx id: 58907551.,zenodo_21810885
"Dear Consumer, apka is mahine ka PTCL ka bill 5000 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka ptcl ka bill 5000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
Aap k MCB acc se 350 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k mcb account se 350 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Apka Allied Bank ka account system error ki waja se block ho gaya hai. Abhi sms karin 0332643978 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account system error ki waja se block ho gaya hai. Abhi sms karein 0332643978 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Your JazzCash OTP for online transaction is 30187726. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your jazzcash otp for online transaction is 30187726. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Aap ka State Bank debit card ATM par use hua ha. Amount: 1 Lakh PKR. Agar yeh aap ne nahi kiya toh helpline par call krn.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka state bank debit card atm par use hua hai. Amount: 100000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Dear Customer, Apke NayaPay account me 10000 PKR deposit hue hain. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke nayapay account me 10000 pkr deposit hue hain. Available balance: 10000 pkr.",zenodo_21810885
"Dear Customer, Apke NayaPay acount me 12500 PKR deposit hue hn. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke nayapay account me 12500 pkr deposit hue hain. Available balance: 12500 pkr.",zenodo_21810885
"Dear Customer, Apke Easypaisa account me 2500 PKR deposit hue hain. Available Balance: 2500 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke easypaisa account me 2500 pkr deposit hue hain. Available balance: 2500 pkr.",zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hn. Trx ID: 94025826.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 94025826.,zenodo_21810885
"Your NayaPay OTP for online transaction is 70450110. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 70450110. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your HBL OTP for online transaction is 95228664. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 95228664. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your NayaPay OTP for online transaction is 67680668. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 67680668. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0356649009 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0356649009 par details send karein.",zenodo_21810885
"Your SadaPay OTP for online transaction is 27983565. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your sadapay otp for online transaction is 27983565. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Mubarak ho! Inaam Ghar main apka 2500 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Inaam ghar main apka 2500 ka inam lga hai. Apna inam hasil karne k liye apna allied bank pin is number par send karein.,zenodo_21810885
Aap ka MCB debit card ATM par use hua h. Amount: 12500 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka mcb debit card atm par use hua hai. Amount: 12500 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Mubarak ho! Jeeto Pakistan main apka 50,000 ka inam lga ha. Apna inam hasil krne k lie apna UBL pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Jeeto pakistan main apka 50000 ka inam lga hai. Apna inam hasil karne k liye apna ubl pin is number par send karein.,zenodo_21810885
Apka SadaPay ka account verification na hone ki waja se block ho gaya hai. Abhi rabta krein 0333302962 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka sadapay ka account verification na hone ki waja se block ho gaya hai. Abhi rabta karein 0333302962 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Aap ka SadaPay debit card ATM par use hua h. Amount: 10000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka sadapay debit card atm par use hua hai. Amount: 10000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Dear Consumer, apka is mahine ka PTCL ka bill 12500 PKR ha. Due date guzarne se pehle ada krn.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka ptcl ka bill 12500 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Dear Customer, Apke UBL account me 1 Lakh PKR deposit hue hain. Available Balance: 1 Lakh PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke ubl account me 100000 pkr deposit hue hain. Available balance: 100000 pkr.",zenodo_21810885
FBR ki taraf se apka MCB acc freeze kr dia gya ha. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka mcb account freeze kar diya gaya hai. Unblock karwane k liye abhi otp pin code dein.,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 60463822.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 60463822.,zenodo_21810885
"Dear Customer, Apke Easypaisa acount me 12500 PKR deposit hue hn. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke easypaisa account me 12500 pkr deposit hue hain. Available balance: 12500 pkr.",zenodo_21810885
Aap k Allied Bank account se 350 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k allied bank account se 350 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
FBR ki taraf se apka State Bank account freeze kr dia gya hai. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka state bank account freeze kar diya gaya hai. Unblock karwane k liye abhi otp pin code dein.,zenodo_21810885
Aap k JazzCash account se 10000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k jazzcash account se 10000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Apka MCB acc hack hone ka khatra h. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,Apka mcb account hack hone ka khatra hai. Apna password change karne k liye abhi is number par sms karein.,zenodo_21810885
"Your Allied Bank OTP for online transaction is 30315154. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your allied bank otp for online transaction is 30315154. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Dear Consumer, apka is mahine ka WASA ka bill 5000 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka wasa ka bill 5000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Aap ka JazzCash debit card ATM par use hua ha. Amount: 50,000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.",0,roman_urdu,Bank ATM Transaction Alert,Aap ka jazzcash debit card atm par use hua hai. Amount: 50000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
Apka UBL account hack hone ka khatra hai. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,Apka ubl account hack hone ka khatra hai. Apna password change karne k liye abhi is number par sms karein.,zenodo_21810885
"Dear Customer, Apke HBL acc me 350 PKR deposit hue han. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke hbl account me 350 pkr deposit hue han. Available balance: 350 pkr.",zenodo_21810885
Apka JazzCash ka account tax jama na krwane ki waja se block ho gaya hai. Abhi call karein 0362558223 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka jazzcash ka account tax jama na karwane ki waja se block ho gaya hai. Abhi call karein 0362558223 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Salary of 50,000 PKR has been credited to your NayaPay acount. Thank you.",0,roman_urdu,Salary Credit Notification,Salary of 50000 pkr has been credited to your nayapay account. Thank you.,zenodo_21810885
"Your UBL OTP for online transaction is 21082359. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your ubl otp for online transaction is 21082359. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Traffic Police: Apki gari ka E-Challan generate ho gaya ha. Amount 2500 PKR. Akhri tareekh se pehle PSCA app k zariye pay krn.,0,roman_urdu,Traffic Challan Notification,Traffic police: apki gari ka e- challan generate ho gaya hai. Amount 2500 pkr. Akhri tareekh se pehle psca app k zariye pay karein.,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0362582792 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0362582792 par sms karein.",zenodo_21810885
"Your UBL OTP for online transaction is 60478272. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your ubl otp for online transaction is 60478272. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your NayaPay OTP for online transaction is 96776218. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 96776218. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye hain. Trx ID: 28722369.",0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 50000 pkr transfer kar diye hain. Trx id: 28722369.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 59354959.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 59354959.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 89933112.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye hain. Trx id: 89933112.,zenodo_21810885
Salary of 5000 PKR has been credited to your HBL acc. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 5000 pkr has been credited to your hbl account. Thank you.,zenodo_21810885
FBR ki taraf se apka Allied Bank acc freeze kr dia gya ha. Unblock krwane k lie abhi OTP call kren.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka allied bank account freeze kar diya gaya hai. Unblock karwane k liye abhi otp call karein.,zenodo_21810885
